id,assignee_id,created_at,subject,description,status,submitter_id,requester_id,updated_at,due_at,about,business name,dept,emp id,product information,start date,subscription,tags
3941,,2018-01-24T18:00:18Z,Dan is awesome!,"Dan delivered my dinner in 20 minutes with the biggest smile! Thanks, Dan!",waiting,7858067547,7858067547,2018-07-24T18:01:59Z,,training,Enviro Architectural Designs,finance,44942392,,1/14/18,platinum,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'product_a', 'reminder', 'subscription_silver']"
3943,,2018-01-25T18:00:15Z,Bring back the doughnuts!,"Hello. You used to sell doughnuts from Delia's Doughnut Emporium, but I can't seem to find that merchant in your app anymore. Can I still order delivery from them?",waiting,7858174327,7858174327,2018-12-04T03:30:46Z,,,Beaver Lumber,finance,64600479,product_2,8/2/19,,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
3946,,2018-01-25T18:00:19Z,App freezes when logging in,"Hi, Whenever I try to log in to your app, it freezes up on my phone. I'm using a Blackberry- could that be the issue?",waiting,7858067547,7858067547,2018-07-24T18:02:00Z,,becoming_a_courier,Magna Gases,,27991441,product_2,3/3/19,gold,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'product_a', 'reminder', 'subscription_silver']"
3947,,2018-01-25T18:00:19Z,Drinking straw policy,Can your drivers pick up two straws when they deliver? Sometimes I like to share my milkshake with my boyfriend.,waiting,7929180588,7929180588,2018-07-24T18:02:00Z,,becoming_a_courier,Millenia Life,finance,61573720,product_1,5/29/18,silver,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']"
3950,8129791828,2018-01-25T18:00:21Z,Any PROMO Codes?,"Hi, I was wondering if there are any available promo codes right now?",waiting,7858119547,7858119547,2018-07-24T18:02:01Z,,food_delivery,Builders Emporium,marketing__a,65410293,,11/21/19,bronze,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
3951,8129791828,2018-01-25T18:00:22Z,Cold Pizza,"Hi, I ordered pizza last night for dinner and by the time it arrived it was cold...",waiting,7858119547,7858119547,2018-07-24T18:02:01Z,,food_delivery,Magna Gases,finance,88092532,product_2,12/2/18,gold,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
3956,8129791828,2018-01-26T22:00:14Z,Help me reset my password,I can't log into your site. How do I reset my password?,waiting,7858067547,7858067547,2018-07-24T18:02:01Z,,becoming_a_courier,Giant,customer_support,5162217,product_1,2/28/18,silver,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'product_a', 'reminder', 'subscription_silver']"
3957,,2018-01-26T22:00:15Z,Help me reset my password,I can't log into your site. How do I reset my password?,waiting,7858119547,7858119547,2018-07-24T18:02:02Z,,food_delivery,Dave Cooks,marketing__b,49076597,product_3,9/9/19,gold,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
3958,,2018-01-26T22:00:16Z,Late order,"My delivery arrived 30 minutes late, which made me late to an event. I was really disappointed!",waiting,7929180588,7929180588,2018-07-24T18:02:02Z,,food_delivery,Mr. D's IGA,,3962807,product_3,2/14/19,gold,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']"
3961,,2018-01-26T22:00:18Z,Password reset needed please,"Hi, how do I reset my password? ",waiting,7858119547,7858119547,2018-07-24T18:02:02Z,,food_delivery,Platinum Interior Design,marketing__b,60661705,,11/5/19,,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
3963,,2018-01-26T22:00:19Z,Bubble Tea?,Can you add a bubble tea vendor? It's my favorite.,open,7858119547,7858119547,2018-02-28T16:46:38Z,,becoming_a_merchant__invoice,P. Samuels Men's Clothiers,marketing__a,22680428,product_1,8/15/19,silver,"['amer_region', 'gold', 'paid', 'plan_gold']"
3965,7858096207,2018-01-26T22:00:21Z,Password,Please help me reset my password.,retracted,7858174327,7858174327,2018-10-07T20:02:58Z,,food_delivery,Realty Solution,finance,50522413,product_3,4/26/19,bronze,"['plan_gold', 'vip', 'vip_user']"
3976,7858096207,2018-01-29T16:00:38Z,Catering?,Hello. I love your app! Any chance you'd cater an event and bring all the food?,assigned,7858174327,7858174327,2018-12-04T03:30:45Z,,becoming_a_merchant__billing,H.C. Bohack,customer_support,18201098,product_3,6/4/18,bronze,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip', 'vip_user']"
3979,,2018-01-29T16:00:40Z,Come to Madison!!,You guys should really come to Madison. It's totally lame that you're only in Milwaukee.,waiting,7858174327,7858174327,2018-12-04T03:30:58Z,,billing,Liberty Wealth Planner,customer_support,45033105,product_3,4/10/19,gold,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
3982,,2018-01-29T16:00:42Z,Late order,"My delivery arrived 30 minutes late, which made me late to an event. I was really disappointed!",waiting,7929180588,7929180588,2018-07-24T18:02:03Z,,training,Dubrow's Cafeteria,customer_support,10360106,product_1,12/16/18,silver,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']"
3983,7858096207,2018-01-29T16:00:42Z,Hummus tasted gross,"Hi, I placed an order for pita & hummus, along with a couple of other tapas. The hummus definitely didn't have tahini in it, so it tasted pretty terrible. Can I get a refund?",waiting,7858174327,7858174327,2018-12-04T03:30:57Z,,billing,Yardbirds Home Center,finance,1845054,product_3,2/2/18,platinum,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
3985,8129791828,2018-01-29T16:00:44Z,Never charged,"Hello, The order I placed last Monday has not been charged to my credit card. Is it normal to have that big of a delay?",assigned,7858174327,7858174327,2018-12-04T03:30:57Z,,,Sholl's Colonial Cafeteria,marketing__b,15885234,product_2,2/25/18,platinum,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip', 'vip_user']"
3987,,2018-01-29T16:00:45Z,Tipping?,"Hi, are we supposed to tip the courier? I'm new to this app. :) ",waiting,7858119547,7858119547,2018-07-24T18:02:04Z,,,Security Sporting Goods,marketing__a,27170766,,7/2/19,silver,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
3990,,2018-01-29T16:00:47Z,Can't track my courier,"Hi, I really like your map feature, but today I was unable to track my courier. Are they any known issues with this? ",waiting,7858174327,7858174327,2018-12-04T03:30:57Z,,billing,LaBelle's,finance,28325279,,3/24/19,platinum,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
3992,,2018-01-29T16:00:49Z,Password Help,Please help me reset my password.,waiting,7858174327,7858174327,2018-12-04T03:30:56Z,,becoming_a_merchant__billing,Gas Depot,sales,67898964,product_2,3/1/19,platinum,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4006,7858096207,2018-01-30T22:00:15Z,Come to Madison!!,You guys should really come to Madison. It's totally lame that you're only in Milwaukee.,waiting,7858174327,7858174327,2018-12-04T03:30:56Z,,becoming_a_merchant__billing,Infinite Wealth,,97031585,product_2,11/29/19,gold,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4011,,2018-01-30T22:00:19Z,Give Dave a raise,Dave was crazy fast. Like super super fast.,waiting,7929180588,7929180588,2018-07-24T18:02:05Z,,general_support_request,Red Food,sales,7356708,product_2,4/28/19,silver,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']"
4012,,2018-01-30T22:00:20Z,Healthier food options needed!,"I really wish that you'd have healthier food options, like sushi or salads or juice blends. Everything you have seems to be fried food :(",waiting,7858174327,7858174327,2018-12-04T03:30:56Z,,general_support_request,Expo Superstore,marketing__b,8174742,product_2,8/8/18,bronze,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4013,,2018-01-30T22:00:21Z,Can't track my courier,"Hi, I really like your map feature, but today I was unable to track my courier. Are they any known issues with this? ",assigned,7858174327,7858174327,2018-12-04T03:30:56Z,,billing,Olympic Sports,marketing__a,92443156,product_3,9/25/19,,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip', 'vip_user']"
4015,,2018-01-30T22:00:22Z,Password,Please help me reset my password.,open,7858174327,7858174327,2018-12-04T03:30:55Z,,food_delivery,Funtown toys,,76016273,product_1,2/4/18,silver,"['amer_region', 'apac', 'aus_nsw', 'escalated', 'no_csat', 'paid', 'plan_gold', 'vip', 'vip_user']"
4016,23783206948,2018-01-31T10:52:10Z,Training,What training we offer for customers to prepare our unique recipes?,waiting,23783206948,18163710208,2018-11-20T17:42:36Z,,training,White Coffee Pot,customer_support,64051695,product_2,4/20/19,,"['amer_', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'plan_gold', 'reminder', 'silver', 'training']"
4019,8129791828,2018-01-31T18:00:11Z,"Refund, please!",Hi. I'd like to request a refund of my most recent order. The ice cream had melted by the time it arrived.,waiting,7858174327,7858174327,2018-12-04T03:30:55Z,,billing,Food Barn,,49757750,,5/10/19,platinum,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4021,,2018-01-31T18:00:12Z,Help me reset my password,I can't log into your site. How do I reset my password?,waiting,7858174327,7858174327,2018-12-04T03:30:55Z,,becoming_a_courier,Parts and Pieces,marketing__a,58041145,,7/3/18,silver,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4025,,2018-01-31T18:00:15Z,Login Issues,"Hi, I can't get into my account. How do I reset my password?",waiting,7858067547,7858067547,2018-07-24T18:02:06Z,,becoming_a_merchant__billing,Thorofare,finance,81443325,product_3,11/19/19,gold,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'product_a', 'reminder', 'subscription_silver']"
4027,,2018-01-31T18:00:16Z,Change CC info,"Hi, I would like to change my credit card info on my account. How can I do this?",waiting,7858119547,7858119547,2018-07-24T18:02:07Z,,becoming_a_merchant__invoice,Warner Brothers Studio Store,marketing__a,16493011,product_1,9/5/19,bronze,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
4035,8129791828,2018-02-01T18:00:13Z,Can't log in,I can't remember my password. How do I get a new one?,waiting,7858119547,7858119547,2018-07-24T18:02:07Z,,complaint,Boston Sea Party,,34222933,product_3,5/25/18,platinum,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
4037,,2018-02-01T18:00:14Z,Expanded delivery hours,"Hi, I'd really love it if you expanded your delivery hours until 3am Monday through Saturday. I work 3rd shift and could sometimes us an energy drink pick-me-up.",waiting,7858174327,7858174327,2018-12-04T03:30:54Z,,training,Virgin Megastores,finance,43018466,product_1,9/14/19,bronze,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4041,,2018-02-01T18:00:17Z,Still being charged for deliveries,"I am a Premium member, but I keep getting charged for each delivery. What gives?",waiting,7929180588,7929180588,2018-07-24T18:02:08Z,,,Herman's World of Sporting Goods,sales,95826505,product_3,2/22/18,bronze,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']"
4042,,2018-02-01T18:00:18Z,Change CC info,"Hi, I would like to change my credit card info on my account. How can I do this?",waiting,7858119547,7858119547,2018-07-24T18:02:08Z,,becoming_a_merchant__invoice,Zantigo,,41841681,product_2,7/4/18,gold,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
4043,,2018-02-01T18:00:19Z,Frozen map,I can't track my courier. My map is frozen. Any ideas on how to fix this?,waiting,7858119547,7858119547,2018-07-24T18:02:08Z,,general_support_request,Brown Derby,sales,14123573,product_3,5/22/19,silver,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
4047,22407851608,2018-02-02T22:00:18Z,Come to Madison!!,You guys should really come to Madison. It's totally lame that you're only in Milwaukee.,done,7858174327,7858174327,2018-12-16T18:02:08Z,,food_delivery,Dahlkemper's,marketing__b,19265455,product_2,9/4/19,gold,"['amer_region', 'apac', 'aus_nsw', 'complaint', 'no_csat', 'paid', 'plan_gold', 'vip', 'vip_user']"
4048,,2018-02-02T22:00:19Z,Password reset needed please,"Hi, how do I reset my password? ",waiting,7929180588,7929180588,2018-07-24T18:02:09Z,,becoming_a_merchant__billing,Success Is Yours,customer_support,41686207,product_2,1/10/18,,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']"
4050,7858096207,2018-02-02T22:00:20Z,Hummus tasted gross,"Hi, I placed an order for pita & hummus, along with a couple of other tapas. The hummus definitely didn't have tahini in it, so it tasted pretty terrible. Can I get a refund?",assigned,7858174327,7858174327,2018-12-04T03:30:54Z,,becoming_a_merchant__invoice,Avant Garde Appraisal,marketing__b,57566312,product_2,2/17/19,bronze,"['amer_region', 'apac', 'aus_nsw', 'no_csat', 'paid', 'plan_gold', 'vip', 'vip_user']"
4054,8129791828,2018-02-02T22:00:23Z,Can't track my courier,"Hi, I really like your map feature, but today I was unable to track my courier. Are they any known issues with this? ",waiting,7858174327,7858174327,2018-12-04T03:30:53Z,,complaint,Tech Hifi,customer_support,80469294,product_2,1/25/18,bronze,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4057,,2018-02-05T02:40:14Z,Late Delivery,delivery was late - please advise if i'm eligible for refund,waiting,26395517047,27599923708,2018-12-04T03:34:40Z,,becoming_a_merchant__billing,Carrols Restaurant Group,sales,90364385,product_3,9/21/19,platinum,"['customer_reminder', 'customer_reminder_1', 'food_delivery', 'gold', 'reminder']"
4060,,2018-02-05T15:28:17Z,Phone Call from: Caller +353 316 917262,"Call from: +353 316 917262
Time of call: February 05, 2018 07:27:35 AM
Answered by: Francis Kind - CE",open,7858083167,26958734847,2018-03-12T22:32:08Z,,becoming_a_merchant__invoice,Zany Brainy,finance,60036468,,10/8/18,,"['amer_region', 'paid']"
4061,,2018-02-05T15:54:45Z,Phone Call from: Caller +353 316 917262,"Call from: +353 316 917262
Time of call: February 05, 2018 07:54:18 AM
Answered by: Francis Kind - CE",open,7858083167,26958734847,2018-03-12T22:32:09Z,,becoming_a_merchant__billing,New World,,5740391,product_3,5/25/19,silver,"['amer_region', 'paid']"
4062,,2018-02-05T16:00:35Z,"Move to Houston, Texas","I recently used your app while traveling in Austin, and I loved it. Any chance you'd consider expanding service to Houston, Texas?",waiting,7858067547,7858067547,2018-07-24T18:02:10Z,,billing,Simple Solutions,customer_support,83847948,product_1,4/23/18,bronze,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'product_a', 'reminder', 'subscription_silver']"
4063,,2018-02-05T16:00:36Z,Deilvery prices,What are the delivery service fees based on?,waiting,7858174327,7858174327,2018-12-04T03:30:53Z,,general_support_request,"Wholesale Club, Inc.",marketing__a,37967283,,9/27/18,gold,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4066,,2018-02-05T16:00:38Z,Changing driver rating,"Hello, I accidentally rated my last courier Steve 4 stars, but I meant to press 5. Any way to change that?",waiting,7858174327,7858174327,2018-12-04T03:30:53Z,,becoming_a_merchant__billing,Young @ Heart,sales,23867924,product_1,3/26/19,silver,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4069,,2018-02-05T16:00:41Z,Leaving items on my doorstep,"Hi, is it possible for the messenger to leave my delivery on my door? I hate waiting around for it to arrive.",waiting,7858067547,7858067547,2018-07-24T18:02:11Z,,becoming_a_merchant__billing,Argus Tapes & Records,sales,23826334,product_1,1/19/19,,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'product_a', 'reminder', 'subscription_silver']"
4073,3.60098E+11,2018-02-05T16:00:45Z,Password reset needed please,"Hi, how do I reset my password? ",waiting,7858119547,7858119547,2018-07-24T18:02:11Z,,food_delivery,Tape World,,89220934,product_3,12/10/18,bronze,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
4075,3.68134E+11,2018-02-05T16:00:46Z,I want to work for EatWell! ,I love your app so much that I want to work with you guys! Do you have any openings?,assigned,7858067547,7858067547,2018-11-08T23:03:47Z,,general_support_request,Twin Food Stores,sales,68140795,,10/24/18,platinum,"['amer_region', 'finance_team', 'gold', 'paid', 'product_a', 'subscription_silver']"
4077,3.60098E+11,2018-02-05T16:00:48Z,Password Help,Please help me reset my password.,waiting,7858174327,7858174327,2018-12-04T03:30:52Z,,becoming_a_merchant__invoice,Ernst Home Centers,customer_support,87308459,product_1,4/19/18,gold,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4080,,2018-02-05T16:22:21Z,Phone Call from: Caller +353 316 917262,"Call from: +353 316 917262
Time of call: February 05, 2018 08:21:48 AM
Answered by: Francis Kind - CE",assigned,7858083167,26958734847,2018-03-12T22:32:09Z,,becoming_a_merchant__billing,Asiatic Solutions,sales,5133390,product_3,6/20/18,silver,"['amer_region', 'paid']"
4081,,2018-02-05T17:11:05Z,Phone Call from: Caller +353 316 917262,"Call from: +353 316 917262
Time of call: February 05, 2018 09:10:16 AM
Answered by: Francis Kind - CE",open,7858083167,26958734847,2018-03-12T22:32:09Z,,becoming_a_merchant__billing,Infinite Wealth,sales,27875013,product_2,9/17/18,gold,"['amer_region', 'paid']"
4082,7858096207,2018-02-05T18:04:34Z,Order Issue,"Hi Eatwell, 

My recent order was incorrect. I order a delicious salad, but got bowl of soup instead. Please send a salad ASAP!!",open,7929180588,7929180588,2018-05-06T23:29:50Z,,general_support_request,Monsource,sales,51550315,product_3,1/12/19,bronze,"['amer_region', 'emea', 'paid', 'plan_gold', 'vip_user']"
4085,,2018-02-06T14:03:23Z,Phone Call from: Caller Unknown,"Call from: Unknown
Time of call: February 06, 2018 06:02:33 AM
Answered by: Francis Kind - CE",open,7858083167,3.60014E+11,2018-03-12T22:32:10Z,,complaint,Lechmere,finance,97645890,product_1,7/30/18,bronze,[]
4087,,2018-02-06T14:10:55Z,Phone Call from: Caller Unknown,"Call from: Unknown
Time of call: February 06, 2018 06:10:11 AM
Answered by: Francis Kind - CE",open,7858083167,3.60014E+11,2018-03-12T22:32:09Z,,billing,Linens 'n Things,marketing__b,98664332,product_1,2/7/18,bronze,[]
4088,,2018-02-06T14:30:21Z,Phone Call from: Caller Unknown,"Call from: Unknown
Time of call: February 06, 2018 06:29:36 AM
Answered by: Francis Kind - CE",waiting,7858083167,3.60014E+11,2018-07-24T18:02:11Z,,billing,Erol's,marketing__b,32700849,product_3,9/6/18,gold,"['customer_reminder', 'customer_reminder_1', 'reminder']"
4091,,2018-02-06T15:00:52Z,Phone Call from: Caller Unknown,"Call from: Unknown
Time of call: February 06, 2018 07:00:07 AM
Answered by: Francis Kind - CE",open,7858083167,3.60014E+11,2018-03-12T22:32:10Z,,billing,Creative Wealth Management,customer_support,20488895,product_3,3/12/18,,[]
4097,,2018-02-06T16:54:21Z,Phone Call from: Caller Unknown,"Call from: Unknown
Time of call: February 06, 2018 08:53:37 AM
Answered by: Francis Kind - CE",open,7858083167,3.60014E+11,2018-03-12T22:32:10Z,,billing,Young @ Heart,,73232894,,1/26/19,gold,[]
4101,,2018-02-06T22:00:12Z,Refund Request,Hello. My soup was cold when it arrived. Can I get a refund?,waiting,7858067547,7858067547,2018-07-24T18:02:12Z,,complaint,Integra Wealth Planners,marketing__b,57566397,product_2,4/10/18,gold,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'product_a', 'reminder', 'subscription_silver']"
4103,,2018-02-06T22:00:14Z,Late order,"My delivery arrived 30 minutes late, which made me late to an event. I was really disappointed!",waiting,7929180588,7929180588,2018-07-24T18:02:12Z,,becoming_a_courier,Richman Brothers,finance,83068701,product_2,9/26/18,,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']"
4108,,2018-02-06T22:00:18Z,Cold Pizza,"Hi, I ordered pizza last night for dinner and by the time it arrived it was cold...",waiting,7858119547,7858119547,2018-07-24T18:02:12Z,,becoming_a_merchant__invoice,Kelly and Cohen,sales,62032858,product_2,11/14/19,silver,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
4109,,2018-02-06T22:00:19Z,Can't track my courier,"Hi, I really like your map feature, but today I was unable to track my courier. Are they any known issues with this? ",waiting,7858174327,7858174327,2018-12-04T03:30:52Z,,training,Super Saver Foods,,95018305,product_2,9/12/18,platinum,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4110,7858096207,2018-02-06T22:00:19Z,Add second address,I would like to add a second delivery address to my account. How do I do this?,retracted,7858119547,7858119547,2018-10-07T20:02:58Z,,becoming_a_merchant__invoice,Scott Ties,marketing__a,34047587,product_1,1/4/19,bronze,"['amer_region', 'gold', 'paid', 'plan_gold']"
4113,,2018-02-07T18:00:15Z,Help me reset my password,I can't log into your site. How do I reset my password?,waiting,7858119547,7858119547,2018-07-24T18:02:13Z,,,Miller & Rhoads,marketing__a,96231515,,4/15/18,bronze,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
4114,8129791828,2018-02-07T18:00:16Z,Hummus tasted gross,"Hi, I placed an order for pita & hummus, along with a couple of other tapas. The hummus definitely didn't have tahini in it, so it tasted pretty terrible. Can I get a refund?",waiting,7858174327,7858174327,2018-12-04T03:30:52Z,,,Market Basket,marketing__a,73331169,product_2,5/6/18,bronze,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4116,,2018-02-07T18:00:17Z,Payment options,Why don't you let me use cash? I could pay the driver when he/she gets to my door.,waiting,7929180588,7929180588,2018-07-24T18:02:14Z,,general_support_request,Custom Lawn Care,,41664947,product_3,2/3/18,silver,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']"
4117,,2018-02-07T18:00:18Z,Free delivery coupon code not working,"Hi, I tried applying the code FREESHIP to my order, but it didn't take off the delivery charge. Does it only work with some vendors or something?",waiting,7858174327,7858174327,2018-12-04T03:31:04Z,,becoming_a_merchant__billing,Lafayette Radio,customer_support,99404093,product_1,5/9/19,,"['amer_region', 'apac', 'aus_nsw', 'customer_reminder', 'customer_reminder_1', 'no_csat', 'paid', 'plan_gold', 'reminder', 'vip', 'vip_user']"
4121,,2018-02-07T18:00:21Z,Speedy service!,Thank you for the speedy service today! You are a lifesaver!,waiting,7858119547,7858119547,2018-07-24T18:02:14Z,,complaint,Cut Above,sales,83068701,product_3,7/28/18,silver,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
4126,,2018-02-07T19:34:58Z,Phone Call from: Caller +353 316 917262,"Call from: +353 316 917262
Time of call: February 07, 2018 11:34:27 AM
Answered by: Francis Kind - CE",assigned,7858083167,26958734847,2018-03-13T20:24:46Z,,food_delivery,Warner Brothers Studio Store,,66933615,product_3,6/27/18,,"['amer_region', 'paid']"
4127,22407851608,2018-02-07T19:39:57Z,Phone Call from: Caller +353 316 917262,"Call from: +353 316 917262
Time of call: February 07, 2018 11:39:34 AM
Answered by: Francis Kind - CE",done,7858083167,26958734847,2018-12-16T18:02:08Z,,becoming_a_merchant__invoice,Star Interior Design,marketing__b,68680772,,4/9/19,,"['amer_region', 'complaint', 'paid']"
4130,22407851608,2018-02-07T20:09:59Z,Phone Call from: Caller +353 316 917262,"Call from: +353 316 917262
Time of call: February 07, 2018 12:09:39 PM
Answered by: Francis Kind - CE",retracted,7858083167,26958734847,2018-12-16T18:02:09Z,,becoming_a_merchant__billing,Vibrant Man,marketing__a,90804499,product_1,7/2/18,,"['amer_region', 'complaint', 'paid']"
4133,7858096207,2018-02-07T23:01:20Z,Phone Call from: Caller +353 316 917262,"Call from: +353 316 917262
Time of call: February 07, 2018 03:00:56 PM
Answered by: Francis Kind - CE",done,7858083167,26958734847,2018-10-07T20:02:58Z,,training,Grossman's,marketing__a,17763094,product_2,1/10/19,platinum,"['amer_region', 'paid']"
4136,23783206948,2018-02-08T13:06:38Z,PROBLEM TICKET: Drill issue,Faulty drill found,open,23783206948,23783206948,2018-09-03T17:02:19Z,,general_support_request,Lawn N' Order Garden Care,marketing__a,10729556,,8/1/19,,"['sales', 'training']"
4137,,2018-02-08T13:07:14Z,Hey I have an issue with a drill,I got the notice,assigned,23783206948,18163710208,2018-11-20T17:42:35Z,,becoming_a_courier,Source Club,customer_support,77481459,product_1,5/4/18,gold,"['amer_', 'no_csat', 'plan_gold']"
4138,,2018-02-08T13:56:55Z,Phone Call from: Caller +353 316 917262,"Call from: +353 316 917262
Time of call: February 08, 2018 05:56:36 AM
Answered by: Francis Kind - CE",open,7858083167,26958734847,2018-09-03T17:02:20Z,,complaint,Robert Hall,sales,81903213,product_1,6/15/18,gold,"['amer_region', 'paid']"
4139,,2018-02-08T14:02:05Z,Phone Call from: Caller +353 316 917262,"Call from: +353 316 917262
Time of call: February 08, 2018 06:01:35 AM
Answered by: Francis Kind - CE",open,7858083167,26958734847,2018-03-20T13:22:25Z,,becoming_a_merchant__invoice,Highland Appliance,sales,34324355,product_1,8/27/19,silver,"['amer_region', 'paid']"
4140,,2018-02-08T18:00:17Z,My order was delayed,Hi. The Courier delivered my order 5 minutes late. Can I get a refund?,waiting,7858119547,7858119547,2018-07-24T18:02:14Z,,complaint,FlowerTime,customer_support,33764596,product_1,9/28/19,platinum,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'gold', 'paid', 'plan_gold', 'reminder']"
4143,,2018-02-08T18:00:19Z,Password reset needed please,"Hi, how do I reset my password? ",waiting,7929180588,7929180588,2018-07-24T18:02:15Z,,,Knockout Kickboxing,customer_support,20159366,product_3,9/24/19,,"['amer_region', 'customer_reminder', 'customer_reminder_1', 'emea', 'paid', 'plan_gold', 'reminder', 'vip_user']"
